# Puzzle từ kho mở Lichess (CC0) — sinh bởi tool/build_puzzles.dart
# id|fen|các nước UCI|elo|chủ đề
XYr7C|r3r1k1/b2q1pp1/R6p/3B4/4Q3/2P2P2/1P4PP/R6K w - - 5 28|a6a7 a8a7 a1a7 e8e4 a7a8 e4e8|2076|crushing,long,middlegame
WKjgo|r4rk1/5pP1/p6p/1pbq4/7B/3n4/1P1Q2PP/3RR2K b - - 0 25|f8e8 d2h6 e8e1 d1e1 d3f2 h4f2|2077|crushing,long,middlegame
mQBuw|2kN1b2/5p2/1P1p4/2p4r/P3PBq1/2P3P1/5P2/R2R2K1 b - - 0 29|c8d8 b6b7 d8c7 a1b1 g4d1 b1d1|2077|advancedPawn,crushing,endgame,long,quietMove
3NntP|8/1Q1k4/5p2/3Nb1p1/8/P4q2/KP6/8 b - - 15 46|d7d8 b7a8 d8d7 d5b6 d7c7 a8f3|2077|crushing,discoveredAttack,endgame,exposedKing,long
KHLMo|R7/6k1/p3r3/5K1P/1r2p3/1P2R3/8/8 b - - 8 51|g7f7 a8a7 e6e7 a7e7 f7e7 e3e4 b4e4 f5e4|2079|attraction,crushing,endgame,exposedKing,rookEndgame,veryLong
6HIks|3q1r1b/4N3/p2pkPQ1/1p2p3/8/8/P1r3PP/3R1RK1 w - - 3 29|e7g8 c2g2 g6g2 f8g8 f6f7 g8g2|2079|attraction,crushing,long,middlegame,pin
mjQWv|2r3k1/5ppp/pr1B2b1/nB1R4/1P6/5P2/PK4PP/7R w - - 0 25|d6c7 b6b5 d5b5 a5c4 b2c3 a6b5|2080|crushing,intermezzo,long,middlegame,pin,sacrifice
U6bMa|5rRk/7P/p2Qbq2/3B1p2/1p6/3p4/P1p3P1/7K b - - 1 43|e6g8 h7g8q f8g8 d6f6|2080|advancedPawn,crushing,deflection,endgame,master,promotion,short
7yyJh|4Rrk1/5pp1/p6p/1p6/1P1P1b2/P3Qb1P/1B1K1Pq1/4R3 w - - 4 32|e8f8 g8f8 e3f4 g2f2 d2d3 f3e2 e1e2 f2f4|2081|advantage,discoveredAttack,exposedKing,middlegame,pin,veryLong
h9cnI|3Q4/5p1k/4r2p/1p2r1p1/3N2P1/P1PqBP1b/1P3K1P/4R3 w - - 4 35|d8c7 e6e7 c7e7 e5e7|2082|crushing,middlegame,short
0JNpJ|2r1R1k1/6p1/p2q3p/1ppp2NQ/6P1/P2P4/1bP3PP/6K1 b - - 3 31|c8e8 h5f7 g8h8 f7e8 d6f8 e8f8|2082|endgame,fork,long,mate,mateIn3
5GNvN|k2r2r1/p1p1n2p/2n1b3/1B1pPp2/Q2P1Pq1/P1P1B3/4NRP1/6K1 b - - 3 21|d8b8 b5c6 e7c6 a4c6 b8b7 c6e6 b7b1 e3c1|2083|crushing,defensiveMove,fork,middlegame,veryLong
WHcRZ|3R4/4bk2/6pp/1p4r1/p5P1/3R1PK1/8/8 w - - 2 52|d8d5 g5d5 d3d5 b5b4|2083|crushing,defensiveMove,endgame,short
koBh6|8/8/2pK4/6pp/3P4/1k4PP/8/8 b - - 1 46|b3c3 d4d5 c6d5 d6d5 g5g4 h3g4|2084|crushing,endgame,long,pawnEndgame
D9uGw|r7/3k1pp1/1p2p1b1/1N1pP3/1P4Pr/P7/4KP2/R1R5 b - - 2 23|h4g4 c1c7 d7d8 a1h1|2086|clearance,crushing,defensiveMove,endgame,master,short
RNt7i|r4rk1/1p3ppp/p2Q1b2/2pP3B/2q1P3/5R1P/6P1/5R1K b - - 0 29|c4e4 f3f6 g7f6 d6f6 e4d5 f1f5 d5f5 f6f5|2086|advantage,middlegame,sacrifice,veryLong
lBMfY|r4r1k/6p1/pp4qp/2bRPp2/3N4/1Q5P/PP3PP1/4R1K1 w - - 5 24|f2f4 a8d8 d5c5 b6c5|2086|advantage,middlegame,short
NLprU|1n3rk1/pp2qppp/2p5/4NQP1/1PB4P/P7/5PK1/8 b - - 0 28|b8a6 g5g6 h7g6 e5g6|2087|crushing,endgame,pin,short
m9G7t|8/1p1r1pk1/p4qp1/2Rp3p/1P1Pr2P/PQ4P1/3R1PK1/8 w - - 14 40|c5d5 f6e6 d5d7 e6b3|2088|crushing,endgame,master,short
EMc3X|8/1pr5/1R5P/p2k1r2/P3b3/1P6/1BP4R/2K5 w - - 3 42|h6h7 f5f1 c1d2 c7c2 d2e3 f1f3|2088|endgame,fork,long,mate,mateIn3,operaMate
mUehm|8/8/1p2p3/1PBnP3/1P1P4/3k4/6K1/8 w - - 3 49|g2f3 b6c5 b5b6 d5b6|2092|crushing,endgame,short
E69LW|5rk1/pp4p1/2p1rnbp/P2p4/7q/1NP1BP2/1P4PP/R2QR1K1 w - - 0 21|e3a7 g6c2 d1d2 e6e1 a1e1 c2b3|2092|advantage,long,master,middlegame
gDjRw|4k3/8/3b1P2/p1nBp2p/2P1P1pP/8/2K5/4B3 b - - 3 41|d6c7 f6f7 e8e7 e1d2|2093|advancedPawn,advantage,endgame,short
TLGAu|r3k2r/1p1q1pp1/4p3/1QPp3p/8/2P3P1/P4PP1/1R3RK1 b kq - 0 19|a8a2 c5c6 d7c6 b5c6 b7c6 b1b8 e8e7 b8h8|2093|advantage,clearance,endgame,skewer,veryLong
Z5fm7|7r/8/3k1P2/p7/Pp2P2n/1B1p2R1/1P3RK1/4r3 w - - 6 48|g2h3 h4f5 h3g4 f5g3|2093|advantage,discoveredAttack,discoveredCheck,endgame,master,short
KzUHI|r2rn1k1/pb3ppp/1p3b2/2nPqN2/8/2N3P1/PB2QPBP/R2R2K1 w - - 9 22|e2g4 b7c8 f5h6 g8f8|2094|advantage,middlegame,short
E68GX|8/2q1k3/5p2/1P1bpPpp/1QN5/7P/6PK/8 b - - 2 47|e7f7 b5b6 c7c4 b4c4 d5c4 b6b7|2095|advancedPawn,crushing,endgame,long,sacrifice
5tLwe|rn3r1k/ppp2p1b/5N2/4q3/2p1N3/8/PP2K3/R6R b - - 1 22|e5b2 e2f3 b2f6 e4f6 h8g7 f6h7|2097|advantage,defensiveMove,long,middlegame
lBMr9|2b2rk1/3p1ppp/p3p3/1pb1P3/1P1q4/P4Q1P/5PP1/2R2RK1 b - - 0 22|c5b6 f3a8 d4d5 a8c8|2097|advantage,middlegame,short
VcfAX|1r1k4/7p/1qPp4/1P2p3/4P3/5P1P/Q5PK/8 b - - 4 41|b6b5 a2a7 b5c6 a7b8|2097|crushing,endgame,short
0Eul3|6rk/6rp/1p1n4/p1pN1p2/2PbpP2/PP3N1P/2Q1BqP1/3R2RK w - - 11 30|f3d4 g7g2 d4f3 e4f3|2098|crushing,middlegame,short
D9tVP|5rk1/pp1bpp1p/3p2PQ/2q4p/4P3/1B1R1K2/P1P5/8 b - - 0 26|d7g4 f3g2 h7g6 h6g6 g8h8 g6h6|2098|crushing,defensiveMove,endgame,long,master,pin
612Ig|8/8/p7/1PK5/8/5k2/n7/8 b - - 0 68|a2b4 b5b6 a6a5 c5b5|2098|crushing,endgame,knightEndgame,master,short
59GzN|r4rk1/pp3p1p/2n2p2/4pb2/2P5/P1R2N1P/1P3PP1/4KB1R w K - 1 15|f1d3 f5d3 c3d3 e5e4 d3d6 e4f3|2099|crushing,fork,long,middlegame
EMc4n|r2r2k1/5ppp/pqn1p3/1pb5/5B2/2N3QP/PPP2PP1/3R1RK1 b - - 1 20|c6d4 f4c7 b6a7 c7d8|2099|advantage,fork,middlegame,short
9B1Fe|6rk/5b1p/5q1P/1BpP1p2/P1Kb4/2N2Q2/1P3P2/3R4 w - - 0 37|f3f4 d4c3 b2c3 g8g4 f4g4 f5g4|2100|crushing,long,master,middlegame,pin
1PWxf|4k2r/4Ppb1/3q2p1/2nP3p/5P2/r1N1Q3/PN4PP/2KRR3 w k - 1 25|b2c4 a3c3 e3c3 d6f4 c3d2 f4c4|2101|advantage,deflection,exposedKing,fork,long,middlegame
ECJ9a|2k5/2pq4/p3pN2/1p1p1n2/P2P4/2P3rP/1P4K1/R1BQ4 w - - 0 33|g2h2 d7d6 f6h5 g3d3 c1f4 d3d1 f4d6 d1a1|2101|advantage,discoveredAttack,discoveredCheck,middlegame,quietMove,veryLong
mrZfR|8/1p4k1/1p4pp/1N2r3/p1P2p2/PP3R2/3r1P2/5K1R w - - 1 39|b3a4 d2d1 f1g2 e5g5 f3g3 f4f3|2102|crushing,endgame,long,pin
PIrOg|1r1q1rk1/1bppbppp/p7/1p1BnP2/3QN3/8/PPP3PP/R1B2R1K b - - 0 16|c7c6 d4e5 c6d5 f5f6 d5e4 f6e7|2102|advancedPawn,advantage,long,opening
lU9Xv|7r/p3r1kp/2nR2p1/4q3/7P/2P5/P1PQ1PP1/R5K1 b - - 6 24|e7c7 d6c6 c7c6 d2d7 g7h6 d7c6|2104|advantage,attraction,clearance,fork,long,master,masterVsMaster,middlegame,sacrifice
Q9PbC|3r2k1/1p4pp/2p1R3/8/2P1p3/P2nP2P/1P4P1/5B1K w - - 1 28|b2b4 g8f7 e6e4 d3f2 h1h2 f2e4|2104|advantage,endgame,fork,long
52Br3|8/8/6p1/3Pb1Pp/PpPk3P/1P3K2/8/8 b - - 5 44|d4c3 a4a5 c3b3 a5a6|2109|bishopEndgame,crushing,endgame,quietMove,short
MZqoc|8/5p2/4k1p1/4P3/4R1KP/8/5r2/8 w - - 1 54|e4f4 f2f4 g4f4 e6d5 e5e6 d5e6|2109|crushing,endgame,long,rookEndgame,zugzwang
VyUMk|8/3n1k2/p3pB1K/1p1pPp2/1P1P1P2/1P6/8/8 w - - 7 60|f6g5 d7b8 g5d8 b8c6 d8b6 c6b4|2110|crushing,endgame,long,quietMove
ABBwn|8/p3Q1kp/1p3pp1/2p2q2/2P5/5NP1/P4PKP/3r4 b - - 0 30|g7h6 e7f8 h6h5 h2h3 d1g1 f3g1|2110|crushing,endgame,long,quietMove
D9tgj|8/8/p7/3pKp2/3P2p1/1Pk3P1/P7/8 b - - 0 39|c3b2 e5d5 b2c3 d5e5 f5f4 e5f4|2112|crushing,endgame,long,pawnEndgame
6HHf6|8/pk5p/2R2R2/1p1q4/2N5/1KP5/PP6/8 w - - 2 37|f6h6 d5d1 b3b4 d1a4 b4c5 a4c4 c5d6 c4c6|2113|crushing,endgame,skewer,veryLong
52CMJ|5rk1/rNp1bppp/8/3R4/1pP5/1P6/5PPP/4R1K1 w - - 1 26|b7c5 c7c6 d5e5 e7d6|2113|advantage,endgame,short
ECHj1|6k1/1b2qn1p/pQ1ppnpP/8/1PP1P3/P1N2N2/1K2B3/8 b - - 0 35|f6e4 c3e4 b7e4 b6d4 f7h6 d4e4|2115|advantage,long,master,middlegame
Q9Pk8|8/1bB1k2p/6p1/2bPK1P1/2B5/8/8/8 b - - 4 45|c5a3 d5d6 e7d7 c4e6 d7c6 e6d5|2118|bishopEndgame,crushing,endgame,exposedKing,long,master
RJpxw|4k3/ppp4p/2n3b1/8/2Q1Pq2/8/PPP3PP/1K1R4 b - - 2 25|f4e4 c4e4 g6e4 d1e1 e8f7 e1e4|2118|advantage,endgame,long,pin
5wM0j|3Q4/3P1pkp/6p1/2n5/1p5P/p4P2/qPP3P1/2KR4 w - - 0 31|d8e7 c5b3 c2b3 a2b2|2119|endgame,mate,mateIn2,sacrifice,short
IrVaQ|7k/pb1r4/2q1Rnp1/1p3pNp/7P/1QP2pP1/PP3N2/6K1 b - - 1 41|c6c5 e6f6 d7d2 g5h3|2120|advantage,defensiveMove,hangingPiece,master,masterVsMaster,middlegame,short
byvFx|8/p1p2kpp/8/6P1/4P3/1P6/r3pKP1/4R3 w - - 2 33|e1e2 a2e2 f2e2 f7g6 e2e3 g6g5|2122|crushing,endgame,long,rookEndgame
KgzKQ|5k2/6R1/3pN1pB/pb1P1p2/2p5/7P/1P3qPK/4r3 b - - 3 35|f8e8 g7g8 e8d7 g8d8 d7e7 h6g5 e7f7 d8f8|2123|endgame,exposedKing,hookMate,mate,mateIn4,pillsburysMate,veryLong
PQjic|8/p7/4p1K1/1p6/5P2/7P/k5P1/8 w - - 0 37|h3h4 b5b4 f4f5 b4b3 f5f6 b3b2 f6f7 b2b1q|2124|advancedPawn,crushing,endgame,pawnEndgame,promotion,quietMove,veryLong
IT9GV|8/8/5p2/3k2p1/5PPp/4K2P/8/8 b - - 0 44|d5d6 f4g5 f6g5 e3d4 d6e6 d4e4|2125|crushing,defensiveMove,endgame,long,pawnEndgame,zugzwang
GCJ12|7k/pp3q2/5p2/2p2Q1p/2P2P1K/4P3/P7/8 w - - 3 45|f5h5 f7h5 h4h5 b7b5|2127|crushing,endgame,master,queenEndgame,short
4fbSi|1r1q1rk1/p4ppp/3pp3/n2p3b/3P1B1P/P7/1PPQP1B1/2KR2NR w - - 4 15|f4d6 a5c4 d6f8 c4d2|2128|advantage,fork,middlegame,short
WOarX|3r1rk1/pp2b1pp/5n2/3p4/3n4/q1NP2PP/P2B2BK/1R1QR3 b - - 4 21|e7b4 c3b5 d4b5 d2b4|2128|advantage,discoveredAttack,middlegame,short
JwH7F|r3r1k1/ppp2ppp/1b1p1q2/n5N1/3P4/2PQB2P/PP1N2PK/R7 b - - 2 17|h7h6 d3h7 g8f8 a1f1 h6g5 f1f6|2129|crushing,long,middlegame
lU8p0|3R4/8/1p6/3p4/2nk4/8/4K3/8 w - - 4 51|e2d1 d4c3 d1e2 d5d4|2130|crushing,defensiveMove,endgame,master,masterVsMaster,short
G3I6X|1r4k1/p1Q1np1R/6p1/1p2p3/6P1/PP3P2/3q2K1/R7 w - - 1 39|g2g3 d2f4 g3g2 b8c8 c7c8 e7c8|2130|crushing,endgame,long
CFXRj|r3k2r/ppqbbppp/4pn2/1B2p1B1/8/2N2Q2/PP3PPP/R2R2K1 b kq - 6 14|a8d8 g5f6 e7f6 d1d7 d8d7 a1d1|2131|crushing,long,middlegame,pin,sacrifice
mrYRy|1b2r1k1/5ppp/2Pr4/BP1p1q2/P3p3/2Q2n1P/5PP1/R3RNK1 w - - 1 31|g2f3 d6g6 f1g3 b8g3|2131|crushing,middlegame,short
gejvy|r5k1/pb1r1pbp/2q1p1p1/2p5/2P2P2/3BB3/PPQ3PP/3RR1K1 w - - 2 20|d3e4 d7d1 e4c6 d1e1 g1f2 e1e3|2132|advantage,fork,long,middlegame
RNsA3|r1r3k1/P2n1ppb/R1p4p/2bpp3/6PP/2N1P1B1/5PB1/R5K1 b - - 0 27|f7f6 a6c6 c8c6 g2d5 g8f8 d5c6 a8a7 a1a7|2134|attraction,capturingDefender,crushing,fork,middlegame,sacrifice,veryLong
lBMmQ|4r2k/pB4bp/6q1/1bp3P1/2Pn1P2/1P6/P2Q4/2KR3R w - - 1 27|c4b5 d4e2 d2e2 e8e2|2135|crushing,middlegame,short
Fc4iX|r1bqnrk1/1pp3bp/p2p4/2PPpn2/4N3/2N1B3/PP2BP1P/R2QK2R b KQ - 1 14|d8h4 e3g5 h4h3 e2f1 f5d4 f1h3|2136|crushing,long,master,middlegame,trappedPiece
B5Oia|5rk1/6pp/1p1qp3/p2pN3/3Pn3/4Q1P1/PP3PP1/2R3K1 b - - 2 27|f8f2 e3f2 e4f2 c1c8 d6f8 c8f8 g8f8 g1f2|2136|crushing,endgame,sacrifice,veryLong
WKiOo|3r2k1/7p/p5qP/1p6/1P3Q2/1PP1p1p1/6P1/5RK1 w - - 0 53|f4e5 e3e2 e5e2 g6b6|2137|advancedPawn,crushing,endgame,master,short
612Gf|8/p5kp/r1PP2p1/8/3R4/P1R4P/4p1PK/1r6 w - - 0 38|d6d7 b1h1 h2h1 e2e1q h1h2 e1e5 g2g3 e5d4|2137|advancedPawn,attraction,crushing,endgame,fork,promotion,rookEndgame,veryLong
gN78G|2r3k1/3R4/p5pp/NpP2p2/1P5q/4PB2/6Pb/2Q4K w - - 3 40|c1d1 h2f4 h1g1 f4e3 g1f1 h4f2|2137|discoveredAttack,discoveredCheck,long,mate,mateIn3,middlegame
RMAEC|3rr1k1/p1p2pb1/2p1q1p1/4pN1Q/4P3/2PP2RP/PP4P1/R6K w - - 5 24|f5h6 g8h7 h6f7 g6h5|2138|advantage,defensiveMove,middlegame,short
hb1FT|2r3r1/2p1kp2/1pQp2bp/p2Pp3/P1P1Pp1q/2P2P1P/4B1P1/1R3RK1 w - - 7 26|c4c5 g6e4 c5d6 c7d6 c6b7 e7f6 b7c8 g8c8|2138|advantage,middlegame,veryLong
AdR7l|1r5r/p3bpk1/2q1pR2/4P1PN/1p4Q1/1P2p2K/P7/R7 b - - 0 31|h8h5 g4h5 b8h8 f6h6|2140|crushing,hangingPiece,master,middlegame,short
jbuMR|8/5p2/3B3b/3KPk1p/6p1/6P1/7P/8 w - - 7 64|d6e7 h6e3 e7f6 e3g1|2141|bishopEndgame,crushing,endgame,master,quietMove,short
7z0Zq|r4rk1/2p1b1p1/p2p3p/1p6/3pP3/P2Q1N1P/qPP2PP1/2KR3R w - - 0 18|d3d4 f8f3 d4d5 a2d5|2144|crushing,middlegame,short
lRdly|r1b1k1n1/pppp1p1p/4p1p1/4N3/3B4/b1P3P1/q3BP1P/3QK2R b Kq - 0 21|d7d6 e2c4 a2b2 e5d3 b2b6 d4b6|2150|advantage,long,middlegame,trappedPiece
D9vbI|8/5k1p/p3p1p1/1p2R3/1P3P2/P2P4/2rP2PP/6K1 w - - 1 28|e5c5 c2c5 b4c5 a6a5 g1f2 b5b4 a3b4 a5a4|2150|crushing,defensiveMove,endgame,quietMove,rookEndgame,veryLong
m6XqI|rn1qk2r/2ppbppp/p7/1p1bN3/8/3B4/PPP2PPP/R1BQ1RK1 b kq - 3 10|d7d6 d3b5 c7c6 d1d5|2151|advantage,discoveredAttack,opening,pin,short
MmDt0|8/p6R/2P3p1/4k3/4P3/r7/7P/7K b - - 0 37|e5e4 h7h4 e4f5 h4c4 a3a1 h1g2|2151|crushing,endgame,long,quietMove,rookEndgame
l9B2R|8/2p5/p2k2pp/2p5/1PP2KP1/P7/7P/8 w - - 0 36|h2h4 c5b4 a3b4 c7c5 b4b5 a6b5|2151|crushing,endgame,long,pawnEndgame
OkvNV|8/5kpp/4r3/3pR3/2pP1K2/1pP4P/1P4P1/8 b - - 4 35|f7f6 e5e6 f6e6 f4g5|2151|crushing,defensiveMove,endgame,master,rookEndgame,short
BXEJL|r5k1/5p1p/3Qp3/2pn2B1/2P4P/6P1/PP3q2/2KR4 b - - 0 27|a8a2 d6d8 g8g7 g5h6 g7h6 d8g5|2151|attraction,endgame,long,mate,mateIn3,sacrifice
gN4Xv|1n1q3k/6pp/3RQ3/8/5r2/1P6/5PPP/2r2NK1 b - - 1 23|d8f6 e6e8 f6f8 d6d8 h8g8 e8e6|2152|advantage,fork,long,middlegame,pin
JwHb6|2r5/5P1p/4K3/5R2/pp5P/8/1k3P2/8 w - - 0 53|f5b5 b4b3 b5g5 c8f8|2152|crushing,endgame,master,rookEndgame,short
kQvrY|rnbq1bnr/ppp2kpp/8/4p2Q/4p3/8/PPPP1PPP/RNB1KB1R b KQ - 1 5|f7f6 d2d4 f8b4 c2c3|2152|advantage,defensiveMove,opening,short
AdOEF|r1b2r1k/pp1n2p1/1bp4p/5p1Q/4pq1N/1BP5/PP4PP/R3R2K b - - 5 19|d7f6 h4g6 h8h7 g6f8 h7h8 f8g6|2153|crushing,fork,long,middlegame
7PydA|4rrk1/pp3ppp/2p2n1q/3pN3/3P4/3BR1Nb/PPPQ1P2/4R1K1 w - - 0 20|g3f5 h3f5 d3f5 h6g5|2154|advantage,middlegame,short
XYrwi|6k1/p4pp1/1p6/2pQ4/4nq2/P1P2N1P/2P2PP1/5K2 b - - 0 29|e4c3 d5d8 g8h7 d8d3|2154|advantage,endgame,short
mQDgs|3r2k1/5p1p/6p1/1Q6/3bp3/7P/2P1BqP1/3R3K b - - 1 39|d4e3 d1d8 g8g7 d8d1|2155|advantage,defensiveMove,endgame,hangingPiece,short
7gH1T|6k1/3r4/3q3p/p2P1ppQ/4p2n/2P3RP/PrB2PP1/3R2K1 w - - 0 28|d1b1 b2c2 h5e8 g8g7|2155|crushing,defensiveMove,hangingPiece,middlegame,short
gehp1|8/8/p7/1b2K2k/5PpP/1P1p4/3B4/8 w - - 1 48|f4f5 g4g3 f5f6 b5e8 e5e4 g3g2|2155|advancedPawn,bishopEndgame,crushing,endgame,long,quietMove
6IfkR|1r3rk1/p5pp/2p1P2P/2Pp2Q1/q4P2/2p5/4BP2/2R2K2 b - - 0 25|g7g6 g5e5 b8b7 e6e7 b7e7 e5e7|2156|advancedPawn,crushing,endgame,long
gMRSu|5b2/5Q2/3pP1nk/3Np3/4P3/3q1BpP/PP3R2/7K w - - 0 36|f7f8 g6f8 e6e7 f8g6|2156|advantage,endgame,hangingPiece,master,short
cY4GW|r1b1k2r/p4p1p/2pp2n1/5P1Q/2q5/2b2N1P/PP1B2P1/R3K2R w KQkq - 0 17|d2c3 g6f4 f3d2 c4c3 b2c3 f4h5|2159|advantage,intermezzo,long,middlegame
QuHC6|3r3r/3nnkpp/p1p1pp2/1p6/q3P3/P1B2Q2/5PPP/3RR1K1 b - - 9 23|g7g6 d1d7 e6e5 c3e5 d8d7 f3f6 f7e8 f6h8|2159|crushing,fork,middlegame,pin,veryLong
IdcwX|8/1R6/1P2pk2/2K5/4P3/5rp1/8/8 w - - 0 47|b7a7 g3g2 e4e5 f6g6 a7a1 f3f1|2159|advancedPawn,crushing,defensiveMove,endgame,long,rookEndgame
D9uCI|r5k1/5ppp/5q2/PR6/4r3/3Q3P/6P1/1R4K1 b - - 2 29|e4d4 b5b8 d4d8 d3d8 f6d8 b8d8|2160|crushing,endgame,long
D9u06|r2qr3/5pk1/p2p1Pp1/1p1P4/3np1p1/3B4/PPPQ4/2K2R2 b - - 0 27|g7h7 f1h1 h7g8 h1h8 g8h8 d2h6 h8g8 h6g7|2161|attraction,mate,mateIn4,middlegame,sacrifice,veryLong
7Ayx2|1k6/5p1p/4p1p1/PKp5/1b6/5BP1/5P1P/8 b - - 2 36|f7f5 b5b6 b4a5 b6a5|2161|bishopEndgame,crushing,endgame,short
dMHnx|rnb1r1k1/pp3p1p/2pq2p1/3nb1N1/P1B3Q1/2NP3P/1PPB2P1/R4RK1 w - - 0 15|g5f7 d6c5 g1h1 c8g4 f7h6 g8h8|2164|advantage,long,middlegame
Okvak|8/R4Np1/5k1p/3n4/1B1Pp1P1/1P2Pb1P/7r/4K3 w - - 1 40|b4d6 h2e2 e1d1 e2a2 d1c1 a2a7|2164|crushing,discoveredAttack,discoveredCheck,endgame,exposedKing,long
gMRZ4|2r3k1/5ppp/8/1Q1Rp1b1/4P3/2N1qP1P/rPK3P1/5R2 w - - 1 25|f1d1 e3c3 c2b1 c3c2 b1a2 c8a8|2165|crushing,long,middlegame,pin,sacrifice
5tNfj|2k5/2p2p1r/1pb2p2/p2p4/P2P3p/1Q2Pq1P/1P3PN1/2R2R1K w - - 0 23|c1c6 h7g7 b3d5 f3d5|2165|crushing,endgame,pin,short
2l8HO|r1b1r1k1/p4pbp/1p1R4/3N3p/2P2B2/6Pq/PPQ2P1P/5RK1 w - - 1 19|f4h6 h3f1 g1f1 c8h3 f1g1 e8e1|2166|attraction,kingsideAttack,long,mate,mateIn3,middlegame,pillsburysMate,sacrifice
CBDCe|4b3/p7/2p4p/2k1Np2/2P2P1P/2K5/P7/8 b - - 4 35|a7a5 e5d3 c5b6 c3d4|2167|crushing,defensiveMove,endgame,master,short
5GNDN|3qkb1r/Q1p2ppp/4p3/4P3/8/4P3/Pr1B1P1P/3RK3 b k - 1 17|c7c6 d2c3 d8c8 c3b2|2168|advantage,middlegame,short
RXuGf|8/1r6/1P2k3/1PB3p1/2P5/5KPp/8/8 w - - 0 43|g3g4 b7h7 c5g1 h3h2 g1h2 h7h2|2168|advancedPawn,crushing,endgame,long,quietMove
ko7uf|4r3/p1R2k2/5p2/4p3/1P1p4/P2P1K2/5P2/8 b - - 3 39|e8e7 c7e7 f7e7 f3e4 e7e6 f2f4|2170|crushing,endgame,long,rookEndgame
ZjA54|5k2/7r/4Bp1P/4bP2/4P3/2p2K1R/8/8 w - - 0 70|f3e2 c3c2 h3h1 e5f4|2170|advancedPawn,crushing,endgame,master,short
W8KJh|r3kb1r/ppp2ppp/1qn1pn2/1B6/5B2/P1N2QPP/1PP2P2/1R3RK1 b kq - 4 14|f8d6 f4e3 d6c5 b5c6 b6c6 f3c6 b7c6 e3c5|2171|advantage,middlegame,veryLong
lGOmB|4R3/5Npk/3P3p/p7/P7/1q5P/6P1/7K b - - 0 35|b3a4 d6d7 a4d7 e8h8 h7g6 f7e5 g6f5 e5d7|2172|advancedPawn,crushing,endgame,fork,veryLong
E69YG|r5k1/1p3pPp/1p6/3bP1P1/5K2/P1pr4/1B3R1N/2R5 w - - 0 34|c1c3 a8a4 f4f5 g8g7|2173|crushing,middlegame,short
ibxRC|rnb1k2r/5ppp/p1p1p3/4N3/2BP4/Q3P3/P2q1PPP/5RK1 b kq - 1 17|c8d7 e5f3 d2c2 c4d3 c2d3 a3d3|2173|crushing,long,middlegame,trappedPiece
Kh0mk|2rq1rk1/1b2bpp1/p3pn1p/3N4/3N3B/4P3/1P3PPP/1BRQ1RK1 b - - 0 17|f6d5 d1d3 g7g6 d4e6|2173|crushing,opening,short
2MiE7|8/1R6/p7/2pPk3/2b5/2P2p2/5Pp1/6K1 w - - 0 45|b7g7 e5d5 g7g3 c4e2|2174|crushing,defensiveMove,endgame,short
j7WnZ|r3kb1r/pp3ppp/5B2/1b1p4/3P4/3QP3/Pq3PPP/RN2K1NR w KQkq - 1 13|d3b3 b2c1 b3d1 f8b4 b1d2 b4d2|2175|long,mate,mateIn3,middlegame
eIXGw|8/5pkp/1p4p1/rP1p4/3P2b1/4PqP1/1Q3P1P/2R1KR2 w - - 0 35|e1d2 a5a2 b2a2 f3e2 d2c3 e2a2|2175|crushing,endgame,long,pin,sacrifice,skewer
E4nsx|rnb1kb1r/ppp2p1p/7p/4q3/2B1p3/3P4/PPP2PPP/RN1QR1K1 b kq - 1 8|f7f5 d1h5 e8d7 e1e4|2175|advantage,opening,short
6IeTc|4r1k1/p3r3/1pQp1qp1/2p1PbNp/7P/3P4/P1P5/4RR1K b - - 0 26|e7e5 c6e8 e5e8 e1e8 g8g7 f1e1|2176|crushing,defensiveMove,exposedKing,kingsideAttack,long,middlegame,xRayAttack
Q447g|r5k1/p4ppp/1p2pb1B/3r4/5RQ1/2q3P1/5PKP/5R2 b - - 3 25|g8f8 h6g7 f6g7 g4e6|2178|advantage,middlegame,pin,short
PpUIR|k6r/1pQ2p2/p3p1p1/1q1pP1P1/3P4/1P3K2/P4B2/2R5 w - - 12 34|c7f7 b5d3 f2e3 d3e4 f3e2 h8h2|2178|advantage,endgame,exposedKing,long
PIsTD|5Q2/1pkr4/1q3p2/4p1pp/2p1P3/1b1B1P2/2P3PP/1R5K w - - 0 35|c2b3 c4d3 b1c1 b6c6 c1c6 b7c6 f8f6 d3d2|2179|advancedPawn,crushing,endgame,hangingPiece,master,sacrifice,veryLong
kQv3M|2r4r/1b3p1k/p4n1p/1p1PqNp1/4Pn2/P4R2/1PBN2PP/R2Q2K1 w - - 5 26|c2b1 c8c1 d1c1 f4e2|2179|crushing,middlegame,pin,sacrifice,short
Vcf2X|3r2nr/2p1q3/1pkp1pp1/p1n1p1Pp/2P1P3/P4N1P/1PBQ1P2/1K1R3R b - - 0 22|a5a4 d2d5 c6d7 g5f6 e7f6 f3e5|2181|crushing,long,middlegame,pin
KZnmD|r3k2r/1pp2ppp/p1pbbq2/4N2Q/8/2NP4/PPP2PPP/4RK1R w kq - 2 13|c3e4 f6e5 e4g5 g7g6 e1e5 g6h5 e5e6 f7e6|2181|crushing,middlegame,veryLong
